ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Poem_ID,Entry_IDS,Stanza_Number,Line_Number,Phrase_Number,Rhyme_Words,Rhyme_Word_Indices,Rhyme_IDS
72,OldChinese,a薨a薨兮。,薨\t薨\t兮,,,,,5,,2,1,2,薨 薨,1 2,5-2-a 5-2-a
73,OldChinese,宜爾子孫,宜\t爾\t子\t孫,,,,,5,,2,2,1,,,
74,OldChinese,a繩a繩兮。,繩\t繩\t兮,,,,,5,,2,2,2,繩 繩,1 2,5-2-a 5-2-a
75,OldChinese,螽斯羽,螽\t斯\t羽,,,,,5,,3,1,1,,,
76,OldChinese,a揖a揖兮。,揖\t揖\t兮,,,,,5,,3,1,2,揖 揖,1 2,5-3-a 5-3-a
77,OldChinese,宜爾子孫,宜\t爾\t子\t孫,,,,,5,,3,2,1,,,
78,OldChinese,a蟄a蟄兮。,蟄\t蟄\t兮,,,,,5,,3,2,2,蟄 蟄,1 2,5-3-a 5-3-a
79,OldChinese,桃之夭夭,桃\t之\t夭\t夭,,,,,6,,1,1,1,,,
80,OldChinese,灼灼其a華。,灼\t灼\t其\t華,,,,,6,,1,1,2,華,4,6-1-a
81,OldChinese,之子于歸,之\t子\t于\t歸,,,,,6,,1,2,1,,,
82,OldChinese,宜其室a家。,宜\t其\t室\t家,,,,,6,,1,2,2,家,4,6-1-a
83,OldChinese,桃之夭夭,桃\t之\t夭\t夭,,,,,6,,2,1,1,,,
84,OldChinese,有蕡其a實。,有\t蕡\t其\t實,,,,,6,,2,1,2,實,4,6-2-a
85,OldChinese,之子于歸,之\t子\t于\t歸,,,,,6,,2,2,1,,,
86,OldChinese,宜其家a室。,宜\t其\t家\t室,,,,,6,,2,2,2,室,4,6-2-a
87,OldChinese,桃之夭夭,桃\t之\t夭\t夭,,,,,6,,3,1,1,,,
88,OldChinese,其葉蓁a蓁。,其\t葉\t蓁\t蓁,,,,,6,,3,1,2,蓁,4,6-3-a
89,OldChinese,之子于歸,之\t子\t于\t歸,,,,,6,,3,2,1,,,
90,OldChinese,宜其家a人。,宜\t其\t家\t人,,,,,6,,3,2,2,人,4,6-3-a
91,OldChinese,肅肅兔a罝,肅\t肅\t兔\t罝,,,,,7,,1,1,1,罝,4,7-1-a
92,OldChinese,椓之丁b丁。,椓\t之\t丁\t丁,,,,,7,,1,1,2,丁,4,7-1-b
93,OldChinese,赳赳武a夫,赳\t赳\t武\t夫,,,,,7,,1,2,1,夫,4,7-1-a
94,OldChinese,公侯干b城。,公\t侯\t干\t城,,,,,7,,1,2,2,城,4,7-1-b
95,OldChinese,肅肅兔a罝,肅\t肅\t兔\t罝,,,,,7,,2,1,1,罝,4,7-2-a
96,OldChinese,施于中b逵。,施\t于\t中\t逵,,,,,7,,2,1,2,逵,4,7-2-b
97,OldChinese,赳赳武a夫,赳\t赳\t武\t夫,,,,,7,,2,2,1,夫,4,7-2-a
98,OldChinese,公侯好b仇。,公\t侯\t好\t仇,,,,,7,,2,2,2,仇,4,7-2-b
99,OldChinese,肅肅兔a罝,肅\t肅\t兔\t罝,,,,,7,,3,1,1,罝,4,7-3-a
100,OldChinese,施于中b林。,施\t于\t中\t林,,,,,7,,3,1,2,林,4,7-3-b
101,OldChinese,赳赳武a夫,赳\t赳\t武\t夫,,,,,7,,3,2,1,夫,4,7-3-a
102,OldChinese,公侯腹b心。,公\t侯\t腹\t心,,,,,7,,3,2,2,心,4,7-3-b
103,OldChinese,采采芣苢,采\t采\t芣\t苢,,,,,8,,1,1,1,,,
104,OldChinese,薄言a采之。,薄\t言\t采\t之,,,,,8,,1,1,2,采,3,8-1-a
105,OldChinese,采采芣苢,采\t采\t芣\t苢,,,,,8,,1,2,1,,,
106,OldChinese,薄言a有之。,薄\t言\t有\t之,,,,,8,,1,2,2,有,3,8-1-a
107,OldChinese,采采芣苢,采\t采\t芣\t苢,,,,,8,,2,1,1,,,
108,OldChinese,薄言a掇之。,薄\t言\t掇\t之,,,,,8,,2,1,2,掇,3,8-2-a
109,OldChinese,采采芣苢,采\t采\t芣\t苢,,,,,8,,2,2,1,,,
110,OldChinese,薄言a捋之。,薄\t言\t捋\t之,,,,,8,,2,2,2,捋,3,8-2-a
111,OldChinese,采采芣苢,采\t采\t芣\t苢,,,,,8,,3,1,1,,,
112,OldChinese,薄言a袺之。,薄\t言\t袺\t之,,,,,8,,3,1,2,袺,3,8-3-a
113,OldChinese,采采芣苢,采\t采\t芣\t苢,,,,,8,,3,2,1,,,
114,OldChinese,薄言a襭之。,薄\t言\t襭\t之,,,,,8,,3,2,2,襭,3,8-3-a
115,OldChinese,南有喬木,南\t有\t喬\t木,,,,,9,,1,1,1,,,
116,OldChinese,不可a休x?d息。,不\t可\t休\t息,,,,,9,,1,1,2,休 息,3 4,9-1-a 9-1-d
117,OldChinese,漢有游女,漢\t有\t游\t女,,,,,9,,1,2,1,,,
118,OldChinese,不可a求x?d思。,不\t可\t求\t思,,,,,9,,1,2,2,求 思,3 4,9-1-a 9-1-d
119,OldChinese,漢之b廣矣,漢\t之\t廣\t矣,,,,,9,,1,3,1,廣,3,9-1-b
120,OldChinese,不可c泳x?d思。,不\t可\t泳\t思,,,,,9,,1,3,2,泳 思,3 4,9-1-c 9-1-d
121,OldChinese,江之b永矣,江\t之\t永\t矣,,,,,9,,1,4,1,永,3,9-1-b
122,OldChinese,不可c方x?d思。,不\t可\t方\t思,,,,,9,,1,4,2,方 思,3 4,9-1-c 9-1-d
123,OldChinese,翹翹錯薪,翹\t翹\t錯\t薪,,,,,9,,2,1,1,,,
124,OldChinese,言刈其a楚。,言\t刈\t其\t楚,,,,,9,,2,1,2,楚,4,9-2-a
125,OldChinese,之子于歸,之\t子\t于\t歸,,,,,9,,2,2,1,,,
126,OldChinese,言秣其a馬。,言\t秣\t其\t馬,,,,,9,,2,2,2,馬,4,9-2-a
127,OldChinese,漢之b廣矣,漢\t之\t廣\t矣,,,,,9,,2,3,1,廣,3,9-2-b
128,OldChinese,不可c泳思。,不\t可\t泳\t思,,,,,9,,2,3,2,泳,3,9-2-c
129,OldChinese,江之b永矣,江\t之\t永\t矣,,,,,9,,2,4,1,永,3,9-2-b
130,OldChinese,不可c方思。,不\t可\t方\t思,,,,,9,,2,4,2,方,3,9-2-c
131,OldChinese,翹翹錯薪,翹\t翹\t錯\t薪,,,,,9,,3,1,1,,,
132,OldChinese,言刈其a蔞 。,言\t刈\t其\t蔞,,,,,9,,3,1,2,蔞,4,9-3-a
133,OldChinese,之子于歸,之\t子\t于\t歸,,,,,9,,3,2,1,,,
134,OldChinese,言秣其a駒 。,言\t秣\t其\t駒,,,,,9,,3,2,2,駒,4,9-3-a
135,OldChinese,漢之b廣矣,漢\t之\t廣\t矣,,,,,9,,3,3,1,廣,3,9-3-b
136,OldChinese,不可c泳思 。,不\t可\t泳\t思,,,,,9,,3,3,2,泳,3,9-3-c
137,OldChinese,江之b永矣,江\t之\t永\t矣,,,,,9,,3,4,1,永,3,9-3-b
138,OldChinese,不可c方思 。,不\t可\t方\t思,,,,,9,,3,4,2,方,3,9-3-c
139,OldChinese,遵彼汝墳,遵\t彼\t汝\t墳,,,,,10,,1,1,1,,,
140,OldChinese,伐其條a枚。,伐\t其\t條\t枚,,,,,10,,1,1,2,枚,4,10-1-a
141,OldChinese,未見君子,未\t見\t君\t子,,,,,10,,1,2,1,,,
142,OldChinese,惄如調a飢。,惄\t如\t調\t飢,,,,,10,,1,2,2,飢,4,10-1-a
143,OldChinese,遵彼汝墳,遵\t彼\t汝\t墳,,,,,10,,2,1,1,,,
144,OldChinese,伐其條a肄。,伐\t其\t條\t肄,,,,,10,,2,1,2,肄,4,10-2-a
145,OldChinese,既見君子,既\t見\t君\t子,,,,,10,,2,2,1,,,
146,OldChinese,不我遐a棄。,不\t我\t遐\t棄,,,,,10,,2,2,2,棄,4,10-2-a
147,OldChinese,魴魚赬a尾,魴\t魚\t赬\t尾,,,,,10,,3,1,1,尾,4,10-3-a
148,OldChinese,王室如a燬 。,王\t室\t如\t燬,,,,,10,,3,1,2,燬,4,10-3-a
149,OldChinese,雖則如a燬,雖\t則\t如\t燬,,,,,10,,3,2,1,燬,4,10-3-a
150,OldChinese,父母孔a邇 。,父\t母\t孔\t邇,,,,,10,,3,2,2,邇,4,10-3-a
151,OldChinese,麟之a趾,麟\t之\t趾,,,,,11,,1,1,1,趾,3,11-1-a
152,OldChinese,振振公a子。,振\t振\t公\t子,,,,,11,,1,1,2,子,4,11-1-a
153,OldChinese,于嗟麟兮。,于\t嗟\t麟\t兮,,,,,11,,1,2,1,,,
154,OldChinese,麟之a定,麟\t之\t定,,,,,11,,2,1,1,定,3,11-2-a
155,OldChinese,振振公a姓。,振\t振\t公\t姓,,,,,11,,2,1,2,姓,4,11-2-a
156,OldChinese,于嗟麟兮。,于\t嗟\t麟\t兮,,,,,11,,2,2,1,,,
157,OldChinese,麟之a角,麟\t之\t角,,,,,11,,3,1,1,角,3,11-3-a
158,OldChinese,振振公a族。,振\t振\t公\t族,,,,,11,,3,1,2,族,4,11-3-a
159,OldChinese,于嗟麟兮。,于\t嗟\t麟\t兮,,,,,11,,3,2,1,,,
160,OldChinese,維鵲有巢,維\t鵲\t有\t巢,,,,,12,,1,1,1,,,
161,OldChinese,維鳩a居之。,維\t鳩\t居\t之,,,,,12,,1,1,2,居,3,12-1-a
162,OldChinese,之子于歸,之\t子\t于\t歸,,,,,12,,1,2,1,,,
163,OldChinese,百兩a御之。,百\t兩\t御\t之,,,,,12,,1,2,2,御,3,12-1-a
164,OldChinese,維鵲有巢,維\t鵲\t有\t巢,,,,,12,,2,1,1,,,
165,OldChinese,維鳩a方之。,維\t鳩\t方\t之,,,,,12,,2,1,2,方,3,12-2-a
166,OldChinese,之子于歸,之\t子\t于\t歸,,,,,12,,2,2,1,,,
167,OldChinese,百兩a將之。,百\t兩\t將\t之,,,,,12,,2,2,2,將,3,12-2-a
168,OldChinese,維鵲有巢,維\t鵲\t有\t巢,,,,,12,,3,1,1,,,
169,OldChinese,維鳩a盈之。,維\t鳩\t盈\t之,,,,,12,,3,1,2,盈,3,12-3-a
170,OldChinese,之子于歸,之\t子\t于\t歸,,,,,12,,3,2,1,,,
171,OldChinese,百兩a成之。,百\t兩\t成\t之,,,,,12,,3,2,2,成,3,12-3-a
172,OldChinese,于以采蘩,于\t以\t采\t蘩,,,,,13,,1,1,1,,,
173,OldChinese,于沼于a沚。,于\t沼\t于\t沚,,,,,13,,1,1,2,沚,4,13-1-a
174,OldChinese,于以用之,于\t以\t用\t之,,,,,13,,1,2,1,,,
175,OldChinese,公侯之a事。,公\t侯\t之\t事,,,,,13,,1,2,2,事,4,13-1-a
176,OldChinese,于以采蘩,于\t以\t采\t蘩,,,,,13,,2,1,1,,,
177,OldChinese,于澗之a中。,于\t澗\t之\t中,,,,,13,,2,1,2,中,4,13-2-a
178,OldChinese,于以用之,于\t以\t用\t之,,,,,13,,2,2,1,,,
179,OldChinese,公侯之a宮。,公\t侯\t之\t宮,,,,,13,,2,2,2,宮,4,13-2-a
180,OldChinese,被之僮a僮,被\t之\t僮\t僮,,,,,13,,3,1,1,僮,4,13-3-a
181,OldChinese,夙夜在a公。,夙\t夜\t在\t公,,,,,13,,3,1,2,公,4,13-3-a
182,OldChinese,被之b祁b祁,被\t之\t祁\t祁,,,,,13,,3,2,1,祁 祁,3 4,13-3-b 13-3-b
183,OldChinese,薄言b還b歸。,薄\t言\t還\t歸,,,,,13,,3,2,2,還 歸,3 4,13-3-b 13-3-b
184,OldChinese,喓喓草a蟲,喓\t喓\t草\t蟲,,,,,14,,1,1,1,蟲,4,14-1-a
185,OldChinese,趯趯阜a螽,趯\t趯\t阜\t螽,,,,,14,,1,1,2,螽,4,14-1-a
186,OldChinese,,,,,,,14,,1,1,3,,,
187,OldChinese,未見君x?b子,未\t見\t君\t子,,,,,14,,1,2,1,子,4,14-1-b
188,OldChinese,憂心忡a忡。,憂\t心\t忡\t忡,,,,,14,,1,2,2,忡,4,14-1-a
189,OldChinese,亦既見x?b止,亦\t既\t見\t止,,,,,14,,1,3,1,止,4,14-1-b
190,OldChinese,亦既覯x?b止,亦\t既\t覯\t止,,,,,14,,1,3,2,止,4,14-1-b
191,OldChinese,我心則a降。,我\t心\t則\t降,,,,,14,,1,3,3,降,4,14-1-a
192,OldChinese,陟彼南山,陟\t彼\t南\t山,,,,,14,,2,1,1,,,
193,OldChinese,言采其a蕨。,言\t采\t其\t蕨,,,,,14,,2,1,2,蕨,4,14-2-a
194,OldChinese,未見君x?b子,未\t見\t君\t子,,,,,14,,2,2,1,子,4,14-2-b
195,OldChinese,憂心惙a惙。,憂\t心\t惙\t惙,,,,,14,,2,2,2,惙,4,14-2-a
196,OldChinese,亦既見x?b止,亦\t既\t見\t止,,,,,14,,2,3,1,止,4,14-2-b
197,OldChinese,亦既覯x?b止,亦\t既\t覯\t止,,,,,14,,2,3,2,止,4,14-2-b
198,OldChinese,我心則a說。,我\t心\t則\t說,,,,,14,,2,3,3,說,4,14-2-a
199,OldChinese,陟彼南山,陟\t彼\t南\t山,,,,,14,,3,1,1,,,
200,OldChinese,言采其a薇。,言\t采\t其\t薇,,,,,14,,3,1,2,薇,4,14-3-a
201,OldChinese,未見君x?b子,未\t見\t君\t子,,,,,14,,3,2,1,子,4,14-3-b
202,OldChinese,我心傷a悲。,我\t心\t傷\t悲,,,,,14,,3,2,2,悲,4,14-3-a
203,OldChinese,亦既見x?b止,亦\t既\t見\t止,,,,,14,,3,3,1,止,4,14-3-b
204,OldChinese,亦既覯x?b止,亦\t既\t覯\t止,,,,,14,,3,3,2,止,4,14-3-b
205,OldChinese,我心則a夷。,我\t心\t則\t夷,,,,,14,,3,3,3,夷,4,14-3-a
206,OldChinese,于以采a蘋,于\t以\t采\t蘋,,,,,15,,1,1,1,蘋,4,15-1-a
207,OldChinese,南澗之a濱。,南\t澗\t之\t濱,,,,,15,,1,1,2,濱,4,15-1-a
208,OldChinese,于以采b藻,于\t以\t采\t藻,,,,,15,,1,2,1,藻,4,15-1-b
209,OldChinese,于彼行b潦。,于\t彼\t行\t潦,,,,,15,,1,2,2,潦,4,15-1-b
210,OldChinese,于以x?b盛之,于\t以\t盛\t之,,,,,15,,2,1,1,盛,3,15-2-b
211,OldChinese,維筐及a筥。,維\t筐\t及\t筥,,,,,15,,2,1,2,筥,4,15-2-a
212,OldChinese,于以x?b湘之,于\t以\t湘\t之,,,,,15,,2,2,1,湘,3,15-2-b
213,OldChinese,維錡及a釜。,維\t錡\t及\t釜,,,,,15,,2,2,2,釜,4,15-2-a
214,OldChinese,于以x?b奠之,于\t以\t奠\t之,,,,,15,,3,1,1,奠,3,15-3-b
215,OldChinese,宗室牖a下。,宗\t室\t牖\t下,,,,,15,,3,1,2,下,4,15-3-a
216,OldChinese,誰起x?b尸之,誰\t起\t尸\t之,,,,,15,,3,2,1,尸,3,15-3-b
217,OldChinese,有齊季a女。,有\t齊\t季\t女,,,,,15,,3,2,2,女,4,15-3-a
218,OldChinese,蔽芾甘棠,蔽\t芾\t甘\t棠,,,,,16,,1,1,1,,,
219,OldChinese,勿翦勿a伐,勿\t翦\t勿\t伐,,,,,16,,1,1,2,伐,4,16-1-a
220,OldChinese,召伯所a茇。,召\t伯\t所\t茇,,,,,16,,1,1,3,茇,4,16-1-a
221,OldChinese,蔽芾甘棠,蔽\t芾\t甘\t棠,,,,,16,,2,1,1,,,
222,OldChinese,勿翦勿a敗,勿\t翦\t勿\t敗,,,,,16,,2,1,2,敗,4,16-2-a
223,OldChinese,召伯所a憩。,召\t伯\t所\t憩,,,,,16,,2,1,3,憩,4,16-2-a
224,OldChinese,蔽芾甘棠,蔽\t芾\t甘\t棠,,,,,16,,3,1,1,,,
225,OldChinese,勿翦勿a拜,勿\t翦\t勿\t拜,,,,,16,,3,1,2,拜,4,16-3-a
226,OldChinese,召伯所a說。,召\t伯\t所\t說,,,,,16,,3,1,3,說,4,16-3-a
227,OldChinese,厭浥行a露,厭\t浥\t行\t露,,,,,17,,1,1,1,露,4,17-1-a
228,OldChinese,豈不夙a夜,豈\t不\t夙\t夜,,,,,17,,1,1,2,夜,4,17-1-a
229,OldChinese,謂行多a露。,謂\t行\t多\t露,,,,,17,,1,1,3,露,4,17-1-a
230,OldChinese,誰謂雀無a角,誰\t謂\t雀\t無\t角,,,,,17,,2,1,1,角,5,17-2-a
231,OldChinese,何以穿我a屋。,何\t以\t穿\t我\t屋,,,,,17,,2,1,2,屋,5,17-2-a
232,OldChinese,誰謂女無家,誰\t謂\t女\t無\t家,,,,,17,,2,2,1,,,
233,OldChinese,何以速我a獄。,何\t以\t速\t我\t獄,,,,,17,,2,2,2,獄,5,17-2-a
234,OldChinese,雖速我a獄,雖\t速\t我\t獄,,,,,17,,2,3,1,獄,4,17-2-a
235,OldChinese,室家不a足。,室\t家\t不\t足,,,,,17,,2,3,2,足,4,17-2-a
236,OldChinese,誰謂鼠無a牙,誰\t謂\t鼠\t無\t牙,,,,,17,,3,1,1,牙,5,17-3-a
237,OldChinese,何以穿我b墉。,何\t以\t穿\t我\t墉,,,,,17,,3,1,2,墉,5,17-3-b
238,OldChinese,誰謂女無a家,誰\t謂\t女\t無\t家,,,,,17,,3,2,1,家,5,17-3-a
239,OldChinese,何以速我b訟。,何\t以\t速\t我\t訟,,,,,17,,3,2,2,訟,5,17-3-b
240,OldChinese,雖速我b訟,雖\t速\t我\t訟,,,,,17,,3,3,1,訟,4,17-3-b
241,OldChinese,亦不女b從。,亦\t不\t女\t從,,,,,17,,3,3,2,從,4,17-3-b
242,OldChinese,羔羊之a皮,羔\t羊\t之\t皮,,,,,18,,1,1,1,皮,4,18-1-a
243,OldChinese,素絲五a紽。,素\t絲\t五\t紽,,,,,18,,1,1,2,紽,4,18-1-a
244,OldChinese,退食自公,退\t食\t自\t公,,,,,18,,1,2,1,,,
245,OldChinese,委蛇委a蛇。,委\t蛇\t委\t蛇,,,,,18,,1,2,2,蛇,4,18-1-a
246,OldChinese,羔羊之a革,羔\t羊\t之\t革,,,,,18,,2,1,1,革,4,18-2-a
247,OldChinese,素絲五a緎。,素\t絲\t五\t緎,,,,,18,,2,1,2,緎,4,18-2-a
248,OldChinese,委蛇委蛇,委\t蛇\t委\t蛇,,,,,18,,2,2,1,,,
249,OldChinese,自公退a食。,自\t公\t退\t食,,,,,18,,2,2,2,食,4,18-2-a
250,OldChinese,羔羊之a縫,羔\t羊\t之\t縫,,,,,18,,3,1,1,縫,4,18-3-a
251,OldChinese,素絲五a總。,素\t絲\t五\t總,,,,,18,,3,1,2,總,4,18-3-a
252,OldChinese,委蛇委蛇,委\t蛇\t委\t蛇,,,,,18,,3,2,1,,,
253,OldChinese,退食自a公。,退\t食\t自\t公,,,,,18,,3,2,2,公,4,18-3-a
254,OldChinese,殷其靁,殷\t其\t靁,,,,,19,,1,1,1,,,
255,OldChinese,在南山之a陽。,在\t南\t山\t之\t陽,,,,,19,,1,1,2,陽,5,19-1-a
256,OldChinese,何斯違斯,何\t斯\t違\t斯,,,,,19,,1,2,1,,,
257,OldChinese,莫敢或a遑。,莫\t敢\t或\t遑,,,,,19,,1,2,2,遑,4,19-1-a
258,OldChinese,振振君x?b子,振\t振\t君\t子,,,,,19,,1,3,1,子,4,19-1-b
259,OldChinese,歸哉歸x?b哉。,歸\t哉\t歸\t哉,,,,,19,,1,3,2,哉,4,19-1-b
260,OldChinese,殷其靁,殷\t其\t靁,,,,,19,,2,1,1,,,
261,OldChinese,在南山之a側。,在\t南\t山\t之\t側,,,,,19,,2,1,2,側,5,19-2-a
262,OldChinese,何斯違斯,何\t斯\t違\t斯,,,,,19,,2,2,1,,,
263,OldChinese,莫敢遑a息。,莫\t敢\t遑\t息,,,,,19,,2,2,2,息,4,19-2-a
264,OldChinese,振振君x?b子,振\t振\t君\t子,,,,,19,,2,3,1,子,4,19-2-b
265,OldChinese,歸哉歸x?b哉。,歸\t哉\t歸\t哉,,,,,19,,2,3,2,哉,4,19-2-b
266,OldChinese,殷其靁,殷\t其\t靁,,,,,19,,3,1,1,,,
267,OldChinese,在南山之a下。,在\t南\t山\t之\t下,,,,,19,,3,1,2,下,5,19-3-a
